timestamp,actual,predicted,lower_95,upper_95,lower_99,upper_99,is_anomaly,severity,type,confidence
2012-01-05 00:00:00,8.0,10.013595,5.4791365,20.050816,5.0044355,26.102919,False,0.5860572,normal,0.0
2012-01-05 01:00:00,9.0,7.984329,6.01173,13.996059,4.978464,17.946428,False,0.37996745,normal,0.0
2012-01-05 02:00:00,9.0,9.010263,7.0392685,12.013685,6.0068426,13.071008,False,0.25990105,normal,0.0
2012-01-05 03:00:00,11.0,9.002933,7.033541,12.00391,6.001955,13.973302,False,1.1740848,normal,0.0
2012-01-05 04:00:00,11.0,10.972324,9.002933,12.00391,8.997775,12.0189295,False,0.5192527,normal,0.0
2012-01-05 05:00:00,10.0,10.972324,9.002933,12.00391,7.971347,14.863679,False,0.14012097,normal,0.0
2012-01-05 06:00:00,11.0,10.954453,9.992429,11.98436,8.98827,14.044171,False,0.008569291,normal,0.0
2012-01-05 07:00:00,11.0,11.03907,10.010005,11.974585,8.980939,11.979735,False,0.07704882,normal,0.0
2012-01-05 08:00:00,11.0,11.03907,8.980939,11.974585,8.980939,13.028466,False,0.30531374,normal,0.0
2012-01-05 09:00:00,12.0,11.030059,10.001833,11.964809,8.968933,11.969955,True,1.4079643,high,0.017927145585417747
2012-01-05 10:00:00,11.0,11.030059,10.001833,11.964809,10.000431,12.0681095,False,0.2948259,normal,0.0
2012-01-05 11:00:00,11.0,11.030059,10.001833,11.964809,8.973607,13.00286,False,0.3135233,normal,0.0
2012-01-05 12:00:00,10.0,11.030059,10.001833,11.964809,10.001833,14.90827,True,0.1843331,low,0.0009337662486359477
2012-01-05 13:00:00,12.0,11.021047,8.966275,12.982419,8.958803,14.050006,False,0.78766745,normal,0.0
2012-01-05 14:00:00,10.0,11.021047,8.966275,12.982419,8.951331,14.014948,False,0.91965425,normal,0.0
2012-01-05 15:00:00,11.0,9.977319,8.019154,12.961189,8.014025,20.995277,False,0.30669883,normal,0.0
2012-01-05 16:00:00,7.0,11.003024,9.044859,24.080778,8.019154,30.055067,True,1.3489194,low,0.13599826395511627
2012-01-05 17:00:00,6.0,8.006018,5.957967,15.013621,3.9829943,17.972118,False,0.9363558,normal,0.0
2012-01-05 18:00:00,4.0,6.9693913,5.003666,18.073517,4.020803,182.8125,True,0.31703755,low,0.07679244875907898
2012-01-05 19:00:00,6.0,3.9692543,2.0287302,11.049972,2.0185864,13.961655,False,0.3557958,normal,0.0
2012-01-05 20:00:00,7.0,5.970262,3.028394,13.004798,1.033115,17.99731,False,0.29079014,normal,0.0
2012-01-05 21:00:00,4.0,6.965268,3.5127308,12.984635,3.0045245,17.982439,False,1.3795794,normal,0.0
2012-01-05 22:00:00,7.0,5.997984,2.9989922,10.993457,1.9609125,14.01691,False,0.43697414,normal,0.0
2012-01-05 23:00:00,8.0,7.001161,2.9883006,14.0279455,2.9831777,19.98875,False,0.26143217,normal,0.0
2012-01-06 00:00:00,9.0,7.9754705,3.9877353,11.965327,2.9695904,14.034741,False,0.5784195,normal,0.0
2012-01-06 01:00:00,4.0,8.985521,7.0358324,12.085967,6.0033455,15.004124,True,3.4581552,low,0.6011387705802917
2012-01-06 02:00:00,8.0,7.0041394,3.0379403,12.00831,2.0252934,17.974901,False,0.32960474,normal,0.0
2012-01-06 03:00:00,9.0,9.004919,4.03959,12.03461,4.03959,13.990465,False,0.19299348,normal,0.0
2012-01-06 04:00:00,9.0,8.988575,5.964382,11.004704,5.964382,12.037574,False,0.16317493,normal,0.0
2012-01-06 05:00:00,9.0,8.972233,6.9597692,10.984696,5.948926,11.990927,False,0.42782047,normal,0.0
2012-01-06 06:00:00,10.0,10.034824,7.024377,12.04179,6.020895,13.975594,False,0.26649925,normal,0.0
2012-01-06 07:00:00,9.0,10.02566,8.020528,11.032405,6.015396,12.826101,False,0.15285835,normal,0.0
2012-01-06 08:00:00,10.0,10.007331,8.005865,12.008799,8.000861,16.01173,False,0.22611642,normal,0.0
